1.1,1.2,1.3,1.4,4.1,4.2,4.3,4.4,6.1,6.2,6.3,6.4,7.1,7.2,7.3,7.4,8.1,8.2,8.3,8.4,9.1,9.2,9.3,9.4,N: Number Of Imputations,T: Protein.Group,T: Protein.Names,T: Genes,T: First.Protein.Description
13.4738,13.0298,12.5745,13.3177,12.5441,13.0793,13.2924,12.9729,11.4918,12.8797,13.0309,12.7779,12.9955,13.1985,13.1309,13.0441,12.584,12.0284,12.1836,10.2063,13.0121,12.6106,12.6699,12.5132,3,A1A5B6,TBC25_MOUSE,Tbc1d25,TBC1 domain family member 25
13.2732,13.3201,11.6605,13.5144,15.1366,14.5342,15.1734,14.3533,12.4946,13.9476,14.0189,13.8463,15.0315,14.3406,14.645,14.3728,14.875,14.4712,14.8083,14.6233,14.6939,14.5356,14.247,14.3732,2,A1L314,MPEG1_MOUSE,Mpeg1,Macrophage-expressed gene 1 protein
15.9565,16.0427,16.2341,15.9888,16.0492,15.9,16.0885,16.0876,16.5723,16.0847,16.1267,16.2121,16.1235,16.1334,16.1153,15.977,16.0527,16.0488,16.0371,16.0451,16.1458,16.11,16.0856,16.1222,0,A2A432,CUL4B_MOUSE,Cul4b,Cullin-4B
13.5049,13.4993,13.5637,13.7379,13.7472,13.7876,13.8045,13.8901,13.3661,13.8668,13.748,13.7337,13.8328,13.5216,13.691,13.8879,13.7982,13.0864,13.5731,13.302,13.6942,13.6099,13.3476,13.1877,0,A2A4P0,DHX8_MOUSE,Dhx8,ATP-dependent RNA helicase DHX8
18.1678,18.2363,18.1637,18.305,18.5475,18.2936,18.3433,18.4325,18.2215,18.0943,18.2924,18.1834,18.2947,18.437,18.3941,18.3235,18.2748,18.3031,18.4206,18.315,18.473,18.3674,18.4084,18.3099,0,A2A5R2,BIG2_MOUSE,Arfgef2,Brefeldin A-inhibited guanine nucleotide-exchange protein 2
15.8164,16.0826,16.2063,15.6154,14.7083,14.6021,14.8113,14.5187,14.713,14.7592,14.5863,14.8299,15.1711,15.2099,14.9187,14.7472,15.1911,15.1315,15.283,15.2757,15.0112,15.4557,15.258,15.3806,0,A2A5Z6,SMUF2_MOUSE,Smurf2,E3 ubiquitin-protein ligase SMURF2
13.6094,13.9328,12.8958,13.3002,13.0092,13.4455,12.7708,13.5375,11.4253,13.4585,13.46,13.3082,13.5548,12.9397,13.1187,13.4046,13.5187,12.649,12.4647,12.5168,13.0158,12.6463,12.4794,10.9254,2,A2A690,TANC2_MOUSE,Tanc2,Protein TANC2
16.1072,15.9979,15.4086,15.9061,16.0003,15.6384,15.9844,15.9902,15.3108,15.6677,15.8981,15.6954,16.0542,15.9071,15.9332,16.0046,15.9852,15.2717,15.4759,15.295,15.8866,15.6371,15.2273,15.4351,0,A2A699,F1712_MOUSE,Fam171a2,Protein FAM171A2
12.9553,13.084,13.3153,13.0767,13.2424,13.2357,13.367,13.1607,12.8058,13.4579,13.3706,13.508,13.4723,13.2413,13.2188,13.0197,13.4264,12.9538,12.9059,13.0202,13.0442,12.8781,13.414,12.7661,0,A2A6A1,GPTC8_MOUSE,Gpatch8,G patch domain-containing protein 8
13.9085,13.9185,13.7801,13.8284,14.1521,14.2548,13.9068,14.3762,13.2552,13.5214,13.7224,13.6218,14.0578,13.7531,13.6791,14.0331,13.9339,13.3317,13.5922,13.3624,13.5563,13.5801,13.7429,13.6419,0,A2A6Q5,CDC27_MOUSE,Cdc27,Cell division cycle protein 27 homolog
15.6319,15.4538,15.5426,15.4938,15.336,15.2916,15.3273,15.1471,15.2327,15.6493,15.8321,15.7539,15.2603,15.2916,15.5402,15.2514,15.3311,15.2536,15.1009,15.1129,15.3887,15.7259,15.4875,15.347,0,A2A6T1,CDR2L_MOUSE,Cdr2l,Cerebellar degeneration-related protein 2-like
12.3827,12.456,12.6871,12.4461,12.2493,12.266,12.2824,12.3912,11.7634,12.6253,12.4051,12.5236,12.3495,12.4229,12.2517,12.3027,12.4795,11.9714,11.9927,11.5867,12.2909,12.4526,12.0842,11.9854,0,A2A791,ZMYM4_MOUSE,Zmym4,Zinc finger MYM-type protein 4
10.7893,11.4982,11.0364,10.3285,10.6377,11.1168,10.7318,10.6758,10.9529,11.213,10.4269,11.3948,11.1087,10.3419,10.7886,10.7282,11.1195,9.94973,10.197,11.2405,11.0258,12.0597,11.8067,10.3818,10,A2A7Q9,RN19B_MOUSE,Rnf19b,E3 ubiquitin-protein ligase RNF19B
14.2608,14.593,14.2218,14.2167,14.0746,14.2658,14.2252,14.1112,13.8022,14.4559,14.24,14.2149,14.7206,14.3899,14.4545,14.219,14.6522,13.6699,14.403,14.2017,14.1413,14.3918,13.968,14.3024,0,A2A7S8,K1522_MOUSE,Kiaa1522,Uncharacterized protein KIAA1522
11.0945,10.6898,10.0609,11.2751,11.4798,11.599,11.5081,11.2876,11.0826,11.3781,11.3774,11.5168,11.3703,11.5555,11.2711,11.5221,11.5943,10.1786,10.3842,10.1602,11.5419,11.1521,10.4995,11.2666,1,A2A870,FBF1_MOUSE,Fbf1,Fas-binding factor 1
